,Fecha,Producto,Cantidad_Vendida,Precio_Unitario,Marca,Ingreso
371,2023-12-09,Asus ZenBook,6,1290.8181327448578,Asus,7744.908796469147
86,2023-12-10,Samsung Galaxy S21,16,1545.4308862671571,Samsung,24726.894180274514
726,2023-12-11,Apple MacBook Pro,4,356.1378907220346,Apple,1424.5515628881385
441,2023-12-11,HP Spectre x360,14,657.9568841519617,HP,9211.396378127465
969,2023-12-12,Xiaomi Mi 11,6,361.48047689546127,Xiaomi,2168.8828613727674
256,2023-12-12,OnePlus 9,18,1968.6155610537692,OnePlus,35435.08009896785
468,2023-12-13,HP Spectre x360,2,1228.1839842844934,HP,2456.3679685689867
417,2023-12-14,Dell XPS 13,10,1086.968763198362,Dell,10869.68763198362
508,2023-12-16,Xiaomi Mi 11,5,571.3252671302544,Xiaomi,2856.626335651272
311,2023-12-17,OnePlus 9,9,902.7619871490051,OnePlus,8124.857884341046
271,2023-12-17,Apple iPhone 12,9,1612.5232053549787,Apple,14512.708848194809
571,2023-12-18,Lenovo ThinkPad X1 Carbon,7,672.5173536426782,Lenovo,4707.621475498748
825,2023-12-18,Dell XPS 13,3,677.6321090157037,Dell,2032.896327047111
497,2023-12-18,HP Spectre x360,19,918.0879875709427,HP,17443.67176384791
618,2023-12-19,Samsung Galaxy S21,5,245.94292020280378,Samsung,1229.7146010140189
285,2023-12-19,Apple iPhone 12,7,1738.3451722735788,Apple,12168.416205915051
511,2023-12-22,OnePlus 9,8,443.9738235635062,OnePlus,3551.7905885080495
906,2023-12-22,Dell XPS 13,3,714.1679672924994,Dell,2142.5039018774983
899,2023-12-23,OnePlus 9,7,1962.912314479231,OnePlus,13740.386201354617
191,2023-12-24,Lenovo ThinkPad X1 Carbon,4,1119.8948020302378,Lenovo,4479.579208120951
381,2023-12-26,Apple MacBook Pro,16,1243.0549832486752,Apple,19888.879731978803
872,2023-12-27,OnePlus 9,3,1945.8869788047646,OnePlus,5837.660936414293
767,2023-12-28,Samsung Galaxy S21,17,681.6287744807975,Samsung,11587.689166173557
656,2023-12-28,Xiaomi Mi 11,10,1113.0911199618326,Xiaomi,11130.911199618327
339,2023-12-31,HP Spectre x360,11,1665.2987701616166,HP,18318.286471777785
